HANDLE,COLUMN
san-diego-2013-springwedding-floral-design-show-live-blog,"<a href=""http://www.shinodadesigncenter.net/2012/03/03/santa-ana-spring-floral-design-show-live-updates/img_2872/"" rel=""attachment wp-att-3277""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/03/IMG_2872-300x200.jpg"" alt=""Santa Ana Spring Floral Design Show 2011 Michi Burrell and Brad Schmidt"" title=""Santa Ana Spring Floral Design Show 2011 Michi Burrell and Brad Schmidt"" width=""300"" height=""200"" class=""aligncenter size-medium wp-image-3277"" /></a>



We will be blogging live from the 2013 San Diego Spring/Wedding Floral Design Show on our <a href=""http://www.facebook.com/shinodadesigncenter"">Facebook</a> page.  If you cannot attend the show, take a peek at the pictures we post as the designers finish their pieces during the day.  The show features <a href=""http://www.shinodadesigncenter.net/2013/02/26/2013-san-diego-springwedding-show-floral-designer-bio-noel-tribbey-aifd/"">Noel Tribbey, AIFD</a>.  Click on his name to see his bio.



If you have never been to a show, you are really missing out.  Our design shows offer live demonstrations featuring fresh and permanent botanicals using the latest color and design trends. Expert floral designers demonstrate the design process while providing many helpful tips. We have show specials and free door prize drawings.  Want to see pictures from past shows?  There are galleries on both our <a href=""http://www.shinodadesigncenter.net/tag/gallery/"">website</a> and <a href=""http://www.facebook.com/shinodadesigncenter"">Facebook</a> page.



For quicker access to the galleries, use the following links:



<a href=""http://www.shinodadesigncenter.net/"">Website</a>:

<a href=""http://www.shinodadesigncenter.net/2011/05/21/santa-ana-wedding-show-2011/"">Santa Ana Wedding Show 2011</a>

<a href=""http://www.shinodadesigncenter.net/2011/05/21/san-diego-spring-wedding-show-2011/"">San Diego Spring/Wedding Show 2011</a>

<a href=""http://www.shinodadesigncenter.net/2011/05/20/santa-ana-spring-show-2011/"">Santa Ana Spring Show 2011</a>



<a href=""http://www.facebook.com/shinodadesigncenter"">Facebook</a>:

<a href=""https://www.facebook.com/media/set/?set=a.446784885364445.102537.137088893000714&type=3"">San Diego Christmas Show 2012</a>

<a href=""https://www.facebook.com/media/set/?set=a.441240289252238.101119.137088893000714&type=3"">Santa Ana Christmas Show 2012</a>

<a href=""https://www.facebook.com/media/set/?set=a.376437655732502.87309.137088893000714&type=3"">Santa Ana Wedding Show 2012</a>

<a href=""https://www.facebook.com/media/set/?set=a.353434178032850.82536.137088893000714&type=3"">San Diego Spring/Wedding Show 2012</a>

<a href=""https://www.facebook.com/media/set/?set=a.344948312214770.80840.137088893000714&type=3"">Santa Ana Spring Show 2012</a>

<a href=""http://www.facebook.com/media/set/?set=a.253865261323076.64048.137088893000714&type=3"">San Diego Christmas Show 2011</a>

<a href=""http://www.facebook.com/media/set/?set=a.253862954656640.64047.137088893000714&type=3"">Santa Ana Christmas Show 2011 Gallery #1</a>

<a href=""http://www.facebook.com/media/set/?set=a.248696881839914.62475.137088893000714&type=3"">Santa Ana Christmas Show 2011 Gallery #2</a>

<a href=""http://www.facebook.com/media/set/?set=a.248692465173689.62474.137088893000714&type=3"">Santa Ana Christmas Show 2011 Gallery #3</a>

<a href=""http://www.facebook.com/media/set/?set=a.193476024028667.45124.137088893000714&type=3"">Santa Ana Wedding Show 2011</a>

<a href=""http://www.facebook.com/media/set/?set=a.193473614028908.45121.137088893000714&type=3"">San Diego Spring/Wedding Show 2011</a>

<a href=""http://www.facebook.com/media/set/?set=a.186724794703790.42606.137088893000714&type=3"">Santa Ana Spring Show 2011</a>"
spring-owl-sd-display-around-the-san-diego-warehouse,"Come see this amazing display and 25+ other displays at our San Diego location. Our designers have worked so hard to get our warehouses ready for our shows and the upcoming holidays. We hope to see you all at our San Diego Spring/Wedding Show Sunday, March 3, 2013 9am-3pm &amp; our Santa Ana Wedding Design Seminar Sunday, April 14, 2013 10am-1pm.                              <a href=""http://www.shinodadesigncenter.net/?p=4558"">Click Here For Show Details</a>     <a href=""https://www.facebook.com/media/set/?set=a.512808482095418.1073741826.137088893000714&amp;type=1"">Click Here For Spring Owl Display Photos</a><a rel=""nofollow nofollow"" target=""_blank"">

</a>



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/IMG_4759.jpg""><img class=""aligncenter size-medium wp-image-4767"" title=""IMG_4759"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/IMG_4759-200x300.jpg"" alt="""" width=""200"" height=""300"" /></a>"
live-blog-2013-san-diego-springwedding-floral-design-show-pictures,"We are posting pictures live from the 2013 San Diego Spring/Wedding Floral Design Show.  The show goes until 3:00pm.  We will be adding pictures as the arrangements are completed.



[nggallery id=55] "
in-store-coupon-25-off-butterflies-bugs,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/Sale_Instore_Coupon_Selected_Butterflies_Bugs_030513.jpg""><img class=""aligncenter size-medium wp-image-4786"" title=""Sale_Instore_Coupon_Selected_Butterflies_Bugs_030513"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/Sale_Instore_Coupon_Selected_Butterflies_Bugs_030513-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
santa-ana-wedding-design-seminar-041413,"<strong>Free Wedding Design Seminar:  Sunday, April 14, 2013 10am-1pm Santa Ana Location  </strong>Mark your calendars. We look forward to seeing you all at our design seminar.  If you have never attended one, we bring in expert floral designers to put on a live demonstration using the latest products.  They will be showing the step by step process for creating amazing wedding arrangements.  Come see our new products!



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/adp_seminar_wedding_santa_anac_-03131.jpg""><img class=""aligncenter size-medium wp-image-4811"" title=""adp_seminar_wedding_santa_anac_ 0313"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/adp_seminar_wedding_santa_anac_-03131-300x231.jpg"" alt="""" width=""300"" height=""231"" /></a>Take a look at past photos:



In our <a href=""https://www.facebook.com/shinodadesigncenter/photos_albums?ref=hlhttp://"">Facebook Galleries</a>:

<ul>

	<li><a href=""https://www.facebook.com/media/set/?set=a.376437655732502.87309.137088893000714&amp;type=3"">Santa Ana Wedding Show Arrangements 2012</a></li>

	<li><a href=""https://www.facebook.com/media/set/?set=a.353434178032850.82536.137088893000714&amp;type=3"">San Diego Spring/Wedding Show Arrangements 2012</a></li>

</ul>

In our <a href=""http://www.shinodadesigncenter.net/tag/gallery/"">Website Galleries</a>:

<ul>

	<li><a href=""http://www.shinodadesigncenter.net/2011/05/21/santa-ana-wedding-show-2011/"">Santa Ana Wedding Show 2011</a></li>

	<li><a href=""http://www.shinodadesigncenter.net/2011/05/21/san-diego-spring-wedding-show-2011/"">San Diego Spring/Wedding Show 2011</a></li>

</ul>"
in-store-coupon-25-off-bunnies-eggs-chicks-also-chickens,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/Sale_Instore_Coupon_Selected_Bunnies_Eggs_Chicks_031113.jpg""><img class=""aligncenter size-medium wp-image-4827"" title=""Sale_Instore_Coupon_Selected_Bunnies_Eggs_Chicks_031113"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/Sale_Instore_Coupon_Selected_Bunnies_Eggs_Chicks_031113-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
2013-csfa-weddings-and-wire-design-workshop,"We are pleased to announce we will be hosting the California State Floral Association's 2013 Weddings and Wire Design Workshop on Saturday April 6, 2013 from 9:00 am - 3:00 pm. See the flyer for complete details and fees.



Want to see what happens at the workshop? Check out our <a href=""https://www.facebook.com/media/set/?set=a.422773991098868.95717.137088893000714&amp;type=3"">Facebook Album</a> with pictures from last year's workshop.



<a href=""http://www.shinodadesigncenter.net/2013/03/11/2013-csfa-weddings-and-wire-design-workshop/csfaweddingswireworkshopapril62013/"" rel=""attachment wp-att-4839""><img class=""aligncenter size-large wp-image-4839"" title=""CSFAWeddings&amp;WireWorkshopApril6,2013"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/CSFAWeddingsWireWorkshopApril62013-791x1024.jpg"" alt="""" width=""640"" height=""828"" /></a>"
in-store-coupon-25-off-natural-baskets-2,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/Sale_Instore_Coupon_Selected_Natural_Baskets_031813.jpg""><img class=""aligncenter size-medium wp-image-4854"" title=""Sale_Instore_Coupon_Selected_Natural_Baskets_031813"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/Sale_Instore_Coupon_Selected_Natural_Baskets_031813-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
store-special-25-off-bunnies-eggs-chicks-sale-starts-friday-032213,"New store special for everyone. No coupon is necessary to take advantage of this. To print, click on the special and a printable version will load.  *** Sale Starts Friday 03/22/13 ***



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/adp_in-store_sale_coupon_selected_bunnies_eggs_chicks_c_032213.jpg""><img class=""aligncenter size-medium wp-image-4867"" title=""adp_in-store_sale_coupon_selected_bunnies_eggs_chicks_c_032213"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/adp_in-store_sale_coupon_selected_bunnies_eggs_chicks_c_032213-300x231.jpg"" alt="""" width=""300"" height=""231"" /></a>"
pinterest-item-of-the-week,"<a href=""http://www.shinodadesigncenter.net/ceramic-vase/15243/""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/2667428753-300x300.jpg"" alt="""" title=""2667428753"" width=""300"" height=""300"" class=""aligncenter size-medium wp-image-4883"" /></a>



Behold!  The <a href=""http://pinterest.com/pin/215961744601409956/"">Pinterest pin</a> with the most referrals to our website for the week.  This comes from our Pinterest board but the others in contention were from other user boards.  Keep pinning and maybe we'll be posting your Pinterest board next!"
idea-magazine-wedding-2013,"<a href=""http://www.shinodadesigncenter.net/pdf/IDEAWedding_2013FINAL.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/IDEAWedding_2013FINAL_Page_1-300x208.jpg"" alt="""" title=""Oasis Floral Products IDEA Magazine 2013"" width=""300"" height=""208"" class=""aligncenter size-medium wp-image-4889"" /></a>



Oasis Floral Products has released their IDEA Wedding 2013 guide.  Click on the image above to see the full brochure."
silk-trees-in-the-san-diego-warehouse-2013,"Looking for a silk tree?  We have a large selection of all types.  Many of these do not make it into the Online Store because of freight reasons.  So, come on in and take a look!



See the <a href=""http://www.shinodadesigncenter.net/other-silks-drieds/trees/"">Silk Trees</a> in our Online Store.



[nggallery id=56] "
in-store-coupon-25-off-white-tableware-also-solid-white-ceramic-containers,"New sales coupon for you to use in-store. Make sure you print it out and bring it in to use. To print, click on the coupon and a printable version will load. We will only accept printed coupons. Coupons presented via cellphone, tablet, or any other means will not be accepted.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/Sale_Instore_Coupon_White_Tableware_White_Ceramic_Containers_040113.jpg""><img class=""aligncenter size-medium wp-image-4921"" title=""Sale_Instore_Coupon_White_Tableware_White_Ceramic_Containers_040113"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/03/Sale_Instore_Coupon_White_Tableware_White_Ceramic_Containers_040113-300x259.jpg"" alt="""" width=""300"" height=""259"" /></a>"
pinterest-item-of-the-week-2,"<a href=""http://www.shinodadesigncenter.net/search/1009912399/""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2013/04/1009912399-300x300.jpg"" alt="""" title=""1009912399"" width=""300"" height=""300"" class=""aligncenter size-medium wp-image-4946"" /></a>



The Pinterest pin with the most referrals to our website for the week. This comes from our Pinterest board but the rest of the top five were from other user boards. Keep pinning and maybe we’ll be posting your Pinterest board next!"
